지정상품(국문),NICE분류,유사군코드,지정상품(영문),
가정용 비전기식 가습기 판매알선업,35,S2018,Sales arranging of non-electric humidifiers for household use,
가정용 비전기식 수소수 제조장치 판매알선업,35,S2018,Sales arranging of non electric hydrogen water production apparatus for household purposes,
가정용 비전기식 이온수기 판매알선업,35,S2018,Sales arranging of non electric water ionizer for household purposes,
가정용 비전기식 정수기 판매알선업,35,S2018,Sales arranging of non-electric water purifiers for household purposes,
가정용 비전기식 정수기용 필터 카트리지 판매알선업,35,S2018,Sales arranging of non-electric water purifier filter cartridges for household purposes,
가정용 비전기식 정수기필터 판매알선업,35,S2018,Sales arranging of non-electric water purifier filters for household purposes,
가정용 식기소독기 판매알선업,35,S2018,Sales arranging of dish disinfectant apparatus for household purposes,
로스터용 꼬치 판매알선업,35,S2018,Sales arranging of roasting spits,
바비큐그릴 판매알선업,35,S2018,Sales arranging of barbecue grills,
바비큐그릴용 세라믹제 브리켓 판매알선업,35,S2018,Sales arranging of ceramic briquettes for use in barbecue grills,
바비큐용구 판매알선업,35,S2018,Sales arranging of barbecues,
바비큐용구 및 석쇠장치 판매알선업,35,S2018,Sales arranging of barbecues and grills,
비전기식 젖병소독기(의료용 제외) 판매알선업,35,S2018,Sales arranging of non-electric steam steriliser (other than for medical use),
비전기식 토스터 판매알선업,35,S2018,Sales arranging of non-electric bread toasters,
숯불그릴 판매알선업,35,S2018,Sales arranging of charcoal grills,
식수용 여과필터 판매알선업,35,S2018,Sales arranging of filters for drinking water,
요리오븐용 로스터 꼬치 판매알선업,35,S2018,Sales arranging of roasting spits for cooking ovens,
요리용 가스구동식 번철장치 판매알선업,35,S2018,Sales arranging of gas-powered griddles [cooking appliances],
요리용 링 판매알선업,35,S2018,Sales arranging of cooking rings,
요리용 번철 장치 판매알선업,35,S2018,Sales arranging of griddles [cooking appliances],
요리용 석쇠장치 판매알선업,35,S2018,Sales arranging of roasting apparatus,
요리용 석쇠장치 판매알선업,35,S2018,Sales arranging of grills [cooking appliances],
캠핑용 가스그릴 판매알선업,35,S2018,Sales arranging of gas grills for camping,
회전식 고기굽는기구 판매알선업,35,S2018,Sales arranging of rotisseries,
휴대용 정수기 판매알선업,35,S2018,Sales arranging of portable water purifiers,
요리용 기구 및 설비 판매알선업,35,"S2018, S2039",Sales arranging of cooking apparatus and installations,
요리용구 판매알선업,35,"S2018, S2039",Sales arranging of cookers,
가정용 정수기 판매알선업,35,"S2018, S2039",Sales arranging of water purifiers for household purposes,
토스터 판매알선업,35,"S2018, S2039",Sales arranging of toasters,
토스터 판매알선업,35,"S2018, S2039",Sales arranging of bread toasters,
가정용 비휴대용 아이스박스 판매알선업,35,S2018,Sales arranging of non-portable ice chests for household purposes,
가정용 얼음통(휴대용은 제외) 판매알선업,35,S2018,Sales arranging of ice chests for household purposes (not for carrying with),
아이스박스(휴대용은 제외) 판매알선업,35,S2018,Sales arranging of ice boxes (except for portable),
전기식 아이스박스 판매알선업,35,S2018,"Sales arranging of cool boxes, electric",
가스레인지 판매알선업,35,S2018,Sales arranging of gas ranges,
가스레인지 가방 판매알선업,35,S2018,Sales arranging of bags for gas ranges,
가스로스터 판매알선업,35,S2018,Sales arranging of gas roasters,
가스버너 판매알선업,35,S2018,Sales arranging of gas burners,
가스버너용 선반받이 판매알선업,35,S2018,Sales arranging of brackets for gas burners,
가스부침기 판매알선업,35,S2018,Sales arranging of gas fryers,
가스오븐 레인지 판매알선업,35,S2018,Sales arranging of gas oven range,
가스조리오븐 판매알선업,35,S2018,Sales arranging of gas cooking ovens,
가스쿡탑 판매알선업,35,S2018,Sales arranging of gas cooktops,
가스튀김기 판매알선업,35,S2018,Sales arranging of gas deep-fat fryers,
가스풍로 판매알선업,35,S2018,Sales arranging of gas cooking stoves,
가정용 가스레인지 판매알선업,35,S2018,Sales arranging of gas range for household purposes,
가정용 가스오븐 판매알선업,35,S2018,Sales arranging of gas cooking ovens [for household purposes],
가정용 비전기식 조리용 가열기 판매알선업,35,S2018,Sales arranging of non-electric cooking heaters for household purposes,
가정용 석유풍로 판매알선업,35,S2018,Sales arranging of oil cooking stoves [for household purposes],
가정용 숯불구이기 판매알선업,35,S2018,Sales arranging of charcoal roasters for household purposes,
가정용 요리용 일본식 목탄스토브(시치린) 판매알선업,35,S2018,Sales arranging of Japanese charcoal cooking stoves for household purposes (shichirin),
가정용 제빵용 오븐 판매알선업,35,S2018,Sales arranging of baking ovens [for household purposes],
가정용 조리오븐 판매알선업,35,S2018,Sales arranging of cooking ovens for household purposes,
고기구이기 판매알선업,35,S2018,Sales arranging of meat roasters,
공기흡입토출그릴 판매알선업,35,S2018,Sales arranging of air suction outflow grill,
공업용 가스버너 판매알선업,35,S2018,Sales arranging of gas burners for industrial purposes,
공업용 밥솥 판매알선업,35,S2018,Sales arranging of industrial rice cookers,
공업용 조리오븐 판매알선업,35,S2018,Sales arranging of industrial cooking ovens,
공업용 프라이팬 판매알선업,35,S2018,Sales arranging of industrial deep fryers,
과일로스터 판매알선업,35,S2018,Sales arranging of fruit roasters,
그릴오븐 판매알선업,35,S2018,Sales arranging of grill ovens,
내화점토제 오븐부속품 판매알선업,35,S2018,Sales arranging of oven fittings made of fireclay,
대류형 오븐 판매알선업,35,S2018,Sales arranging of convection ovens,
등산버너 판매알선업,35,S2018,Sales arranging of burners for climbers,
등산용 버너 조리기구거치대 판매알선업,35,S2018,Sales arranging of burner cooking utensil rests for climbers,
등산용 버너스탠드 판매알선업,35,S2018,Sales arranging of burner stands for climbers,
로스터 판매알선업,35,S2018,Sales arranging of roasters,
로스터회전기 판매알선업,35,S2018,Sales arranging of roasting jacks,
맥아용 로스터 판매알선업,35,S2018,Sales arranging of malt roasters,
바비큐 그릴용 용암석 판매알선업,35,S2018,Sales arranging of lava rocks for use in barbecue grills,
백열버너 판매알선업,35,S2018,Sales arranging of incandescent burners,
버너(실험실용은 제외) 판매알선업,35,S2018,Sales arranging of burners (other than for laboratory use),
빵 만드는 기계 판매알선업,35,S2018,Sales arranging of bread-making machines,
빵굽는 기계 판매알선업,35,S2018,Sales arranging of bread baking machines,
산수소(酸水素)버너 판매알선업,35,S2018,Sales arranging of oxyhydrogen burners,
산업용 전자기 인덕션레인지 판매알선업,35,S2018,Sales arranging of electromagnetic induction cookers for industrial purposes,
산업용 전자레인지 판매알선업,35,S2018,Sales arranging of microwave ovens for industrial purposes,
산업용 해동기 판매알선업,35,S2018,Sales arranging of thawer for industrial purposes,
살균용 버너 판매알선업,35,S2018,Sales arranging of germicidal burners,
상업용 조리오븐 판매알선업,35,S2018,Sales arranging of commercial cooking ovens,
생선구이기 판매알선업,35,S2018,Sales arranging of fish roasters,
석유풍로 판매알선업,35,S2018,Sales arranging of oil range,
소형오븐 판매알선업,35,S2018,Sales arranging of small ovens,
숯불구이기 판매알선업,35,S2018,Sales arranging of charcoal roasters,
스토브버너 커버 판매알선업,35,S2018,Sales arranging of stove burner covers,
아교가열장치 판매알선업,35,S2018,Sales arranging of glue-heating appliances,
아세틸렌버너 판매알선업,35,S2018,Sales arranging of acetylene burners,
알코올버너 판매알선업,35,S2018,Sales arranging of alcohol burners,
야외용 가스레인지 판매알선업,35,S2018,Sales arranging of gas ranges for outdoor use,
야외용 가스레인지 바람막이 판매알선업,35,S2018,Sales arranging of gas range wind shields for outdoor use,
야외용 가스버너 판매알선업,35,S2018,Sales arranging of gas burners for outdoor use,
야외용 가스스토브 판매알선업,35,S2018,Sales arranging of gas stoves for outdoor use,
열풍식 오븐 판매알선업,35,S2018,Sales arranging of hot air ovens,
오븐용 구조물 판매알선업,35,S2018,Sales arranging of structural framework for ovens,
오븐용 성형부속품 판매알선업,35,S2018,Sales arranging of shaped fittings for ovens,
오븐용 성형부속품 판매알선업,35,S2018,"Sales arranging of fittings, shaped, for ovens",
오븐팬 판매알선업,35,S2018,Sales arranging of oven fans,
오일버너 판매알선업,35,S2018,Sales arranging of oil burners,
일본식 부엌용 로(카마도) 판매알선업,35,S2018,Sales arranging of Japanese kitchen furnaces (kamado),
접시데우는 기구 판매알선업,35,S2018,Sales arranging of plate warmers,
제빵용 오븐 판매알선업,35,S2018,Sales arranging of bakers' ovens,
주방용 오븐레인지 판매알선업,35,S2018,Sales arranging of kitchen ranges [ovens],
